,True_Age_Label,Model1_Predictions,Model2_Predictions,Model3_Predictions,Model4_Predictions
93,28.749999999999996,33.01989734172821,31.817373633384705,26.51805877685547,43.7810480594635
94,6.25,9.67620238661766,7.821281999349594,5.919869244098663,11.564064770936966
95,42.5,26.722747087478638,42.32734739780426,40.593281388282776,37.19196021556854
96,37.5,38.58700394630432,40.31074643135071,43.31156313419342,36.73345148563385
97,52.5,49.134084582328796,55.729085206985474,44.3343847990036,36.191245913505554
98,22.5,25.44884979724884,23.24591726064682,19.380001723766327,17.797498404979706
99,10.0,10.988839715719223,9.13223996758461,10.417264699935913,22.750015556812286
100,66.25,68.80818009376526,60.70403456687927,61.381131410598755,64.50527906417847
101,27.500000000000004,26.86401605606079,30.58631122112274,27.480199933052063,24.029670655727386
102,50.0,51.52748227119446,49.42716956138611,47.14602828025818,43.6779260635376
103,37.5,52.55335569381714,38.166385889053345,35.74345409870148,45.90970277786255
104,70.0,64.06517624855042,67.02751517295837,64.50145840644836,76.49352550506592
105,50.0,43.772608041763306,49.935925006866455,44.874364137649536,47.43949472904205
106,36.25,30.520033836364746,38.12630474567413,36.26127541065216,39.68430459499359
107,21.25,19.098195433616638,22.75354266166687,21.301943063735962,18.405739963054657
108,41.25,38.718438148498535,40.75160026550293,43.20018291473389,44.359976053237915
109,75.0,68.88021230697632,75.31370520591736,69.8686420917511,65.46047925949097
110,76.25,69.39254403114319,73.42182993888855,75.2749502658844,79.44582104682922
111,57.49999999999999,56.368279457092285,57.61573314666748,52.14599370956421,64.79004621505737
112,6.25,10.26046797633171,4.995250329375267,4.284750297665596,12.884259223937988
113,28.749999999999996,37.51453459262848,28.87926697731018,28.173252940177917,37.52931356430054
114,42.5,41.45123064517975,29.77709472179413,41.72096848487854,34.76812243461609
115,46.25,45.58865427970886,47.7204293012619,44.37597990036011,44.52674984931946
116,41.25,39.90508019924164,37.095317244529724,43.098852038383484,32.266974449157715
117,65.0,59.794509410858154,61.78075075149536,56.690311431884766,63.927245140075684
118,42.5,42.545086145401,45.32207250595093,40.94364643096924,43.56604814529419
119,56.25,55.45772910118103,57.084453105926514,60.70770621299744,61.495381593704224
120,21.25,20.910263061523438,28.815755248069763,35.73782444000244,18.8419908285141
121,10.0,13.456383347511292,18.326692283153534,10.24324968457222,13.190111517906189
122,40.0,39.36993181705475,42.02761352062225,38.87813687324524,37.71766424179077
123,40.0,42.211565375328064,39.31944668292999,41.80255830287933,39.91234302520752
124,56.25,53.64238619804382,52.947407960891724,54.70808148384094,69.4564700126648
125,72.5,70.83168029785156,67.90987849235535,59.3619704246521,74.89781975746155
126,81.25,84.00405645370483,78.4696877002716,91.04159474372864,72.64452576637268
127,70.0,65.5872106552124,66.28825664520264,76.28865838050842,72.70377278327942
128,26.25,27.023550868034363,30.152422189712524,24.049654603004456,30.58306574821472
129,65.0,55.80295920372009,63.04764747619629,61.59615516662598,62.225693464279175
130,48.75,30.57410717010498,46.19568586349487,20.18771320581436,46.11852467060089
131,7.5,7.1722835302352905,21.215234696865082,5.347133427858353,8.826936781406403
132,42.5,42.31515824794769,46.09048664569855,42.78675317764282,42.602863907814026
133,96.25,91.78756475448608,91.23548865318298,91.00884199142456,82.78018832206726
134,48.75,49.48684275150299,47.90752828121185,42.70031750202179,56.482869386672974
135,27.500000000000004,29.639047384262085,28.88176739215851,27.291202545166016,31.268557906150818
136,96.25,90.97733497619629,93.33680272102356,89.6963894367218,53.169506788253784
137,36.25,27.02837884426117,36.083024740219116,41.60584807395935,39.91059958934784
138,50.0,51.596128940582275,49.04106259346008,53.453344106674194,48.41129779815674
139,50.0,51.596128940582275,49.04106259346008,53.453344106674194,48.41129779815674
140,48.75,49.33980107307434,49.106165766716,43.7198668718338,55.30284643173218
141,72.5,71.06128334999084,74.31157231330872,67.65302419662476,71.42853736877441
142,40.0,41.50826930999756,39.04513418674469,41.81753695011139,46.09150588512421
143,25.0,29.124879837036133,23.684801161289215,29.307779669761658,25.338762998580933
144,85.0,62.27983832359314,82.73636102676392,81.93098306655884,78.34396958351135
145,47.5,42.76931285858154,52.564382553100586,45.73395550251007,45.4149603843689
146,47.5,49.180155992507935,46.35569453239441,44.48973536491394,44.80404853820801
147,63.74999999999999,63.97729516029358,60.867685079574585,62.40949630737305,65.23018479347229
148,91.25,88.99821043014526,87.2099220752716,69.674813747406,82.93343782424927
149,56.25,54.691654443740845,55.97350597381592,54.32182550430298,65.78536033630371
150,56.25,54.691654443740845,55.97350597381592,54.32182550430298,65.78536033630371
151,26.25,24.81103241443634,33.57711434364319,28.4769207239151,31.181535124778748
152,10.0,10.974690318107605,15.478727221488953,5.246005952358246,13.21789026260376
153,56.25,59.849971532821655,62.66462802886963,69.35998201370239,57.198894023895264
154,56.25,59.849971532821655,62.66462802886963,69.35998201370239,57.198894023895264
155,43.75,42.46424734592438,32.460594177246094,41.31557643413544,42.91604161262512
156,53.75,48.487111926078796,53.98687720298767,58.496421575546265,44.17956471443176
157,50.0,29.977524280548096,46.02940082550049,29.945838451385498,45.38391828536987
158,68.75,46.63363695144653,58.45305919647217,68.48422884941101,66.3619339466095
159,72.5,72.55569696426392,66.98007583618164,75.99631547927856,71.57078385353088
160,92.5,91.91467761993408,91.4569079875946,95.16980051994324,80.30492067337036
161,61.25000000000001,60.081762075424194,58.62468481063843,56.5737783908844,45.749545097351074
162,27.500000000000004,25.018003582954407,28.78570556640625,29.445859789848328,29.324057698249817
163,27.500000000000004,25.018003582954407,28.78570556640625,29.445859789848328,29.324057698249817
164,56.25,57.435691356658936,57.111430168151855,57.87339806556702,61.52615547180176
165,40.0,39.323896169662476,67.78064966201782,39.44755494594574,44.36401128768921
166,42.5,43.083831667900085,42.19198226928711,35.62072515487671,40.22105634212494
167,45.0,45.793554186820984,48.77355694770813,42.514342069625854,41.181680560112
168,80.0,77.95925736427307,74.9318540096283,70.24454474449158,72.18610644340515
169,40.0,39.834216237068176,40.17137885093689,39.716941118240356,45.305413007736206
170,8.75,11.164123564958572,12.637002766132355,0.9265325032174587,3.538314998149872
171,7.5,10.350275784730911,10.520811378955841,6.009474396705627,30.466938018798828
172,43.75,41.56554043292999,42.6268607378006,47.06507623195648,35.28881371021271
173,80.0,83.11690092086792,13.758812844753265,21.613270044326782,70.84906101226807
174,43.75,43.18668246269226,43.1603878736496,44.222888350486755,42.404571175575256
175,66.25,62.62199282646179,60.76497435569763,65.10023474693298,74.54099655151367
176,28.749999999999996,29.356953501701355,33.22877585887909,31.651321053504944,24.93640035390854
177,30.0,28.57060432434082,29.47353422641754,30.99820613861084,33.596041798591614
178,56.25,44.184982776641846,56.067150831222534,55.06241321563721,45.421579480171204
179,20.0,24.75338727235794,24.07090663909912,13.549186289310455,16.790100932121277
180,36.25,39.19438421726227,36.9513213634491,34.98921990394592,36.328595876693726
181,36.25,39.19438421726227,36.9513213634491,34.98921990394592,36.328595876693726
182,37.5,39.47618007659912,37.85264492034912,32.19562768936157,38.88825178146362
183,48.75,49.68116581439972,49.021005630493164,47.78342247009277,48.84416460990906
184,30.0,31.398382782936096,31.531423330307007,32.35589563846588,33.40762555599213
185,75.0,71.79705500602722,73.752760887146,69.40160393714905,67.96364188194275
186,36.25,38.834694027900696,38.12943994998932,34.687137603759766,44.032302498817444
187,28.749999999999996,25.41554868221283,34.374645352363586,24.097716808319092,28.87115776538849
188,21.25,21.37119174003601,24.13688153028488,24.33718740940094,31.167855858802795
189,45.0,45.36027014255524,45.6396609544754,44.62438523769379,49.78633522987366
190,45.0,45.36027014255524,45.6396609544754,44.62438523769379,49.78633522987366
191,45.0,45.36027014255524,45.6396609544754,44.62438523769379,49.78633522987366
192,40.0,39.501550793647766,40.06435573101044,38.426342606544495,40.97121059894562
193,46.25,47.95514941215515,49.53929781913757,44.08455193042755,45.80303728580475
194,36.25,35.44361591339111,37.740713357925415,40.143612027168274,33.69065225124359
195,37.5,40.57607352733612,38.668081164360046,37.77126371860504,44.566306471824646
196,75.0,60.59383153915405,61.133402585983276,81.71804547309875,76.27018094062805
197,40.0,38.95742893218994,40.10424017906189,35.78932285308838,36.38458251953125
198,17.5,19.105130434036255,20.847968757152557,8.371011167764664,25.754031538963318
199,57.49999999999999,59.27816033363342,58.651989698410034,43.45143437385559,45.31809687614441
200,25.0,22.328412532806396,18.324469029903412,35.792502760887146,20.93120366334915
201,82.5,62.9846453666687,84.30198431015015,81.97704553604126,59.43193435668945
202,30.0,36.368486285209656,34.03288722038269,41.55341982841492,28.521856665611267
203,81.25,79.91510033607483,80.66868185997009,83.05479884147644,76.07800364494324
204,8.75,8.058677613735199,8.280543237924576,13.46951574087143,6.820017099380493
205,57.49999999999999,54.90878224372864,59.97406840324402,55.734193325042725,49.92705583572388
206,30.0,29.538753628730774,35.34448742866516,29.552674293518066,28.069663047790527
207,53.75,44.57904398441315,48.58167767524719,51.02546811103821,67.28678345680237
208,70.0,69.07438635826111,59.13404822349548,57.77369737625122,65.98429083824158
209,72.5,69.10078525543213,71.85510396957397,70.21461725234985,67.81254410743713
210,28.749999999999996,29.35357093811035,29.815056920051575,29.19960916042328,28.056061267852783
211,36.25,35.18412411212921,40.217241644859314,38.383862376213074,39.586710929870605
212,76.25,75.64628720283508,70.76594233512878,58.90657901763916,67.9168164730072
213,28.749999999999996,25.754687190055847,33.18716287612915,28.859561681747437,33.84243547916412
214,7.5,40.66443741321564,10.34436970949173,3.389749303460121,6.446242332458496
215,43.75,42.607954144477844,55.732858180999756,45.40325999259949,47.37484157085419
216,47.5,42.69162118434906,45.89291512966156,42.87337362766266,41.087839007377625
217,11.25,13.105015456676483,34.656307101249695,8.45872163772583,18.820491433143616
218,72.5,66.51731133460999,68.60687732696533,76.47846341133118,73.09448719024658
219,46.25,46.01895809173584,45.427146553993225,43.953678011894226,45.22369205951691
220,60.0,60.6073796749115,44.62765157222748,58.54204297065735,46.18222713470459
221,50.0,41.33172631263733,37.99906373023987,47.87846505641937,43.905436992645264
222,46.25,33.691513538360596,31.863993406295776,29.48739528656006,32.928094267845154
223,56.25,58.78952741622925,58.02496075630188,57.734596729278564,58.16493630409241
224,43.75,42.71102249622345,42.193278670310974,42.68936216831207,36.461055278778076
225,56.25,54.23610210418701,36.62407398223877,50.95874071121216,52.74103283882141
226,42.5,42.05228388309479,41.54289960861206,43.224892020225525,40.30448496341705
227,40.0,39.060428738594055,42.0853465795517,38.38559687137604,43.07805597782135
228,66.25,63.8527512550354,63.47399353981018,72.62685894966125,73.3817458152771
229,67.5,63.652801513671875,68.98752450942993,65.17154574394226,67.55895018577576
230,65.0,49.949583411216736,66.67208075523376,62.0991587638855,71.32871150970459
231,62.5,49.09329116344452,59.453558921813965,62.149983644485474,42.087188363075256
232,60.0,62.073951959609985,39.020076394081116,56.55561089515686,64.45702910423279
233,17.5,27.137240767478943,18.121695518493652,15.590399503707886,35.530102252960205
234,37.5,49.38473701477051,38.87595236301422,36.87256872653961,41.06982946395874
235,8.75,12.384309619665146,7.604949176311493,4.731810837984085,5.584221705794334
236,8.75,12.384309619665146,7.604949176311493,4.731810837984085,5.584221705794334
237,40.0,39.088740944862366,42.79412031173706,39.32086527347565,42.901310324668884
238,30.0,31.966102123260498,33.84374380111694,32.409870624542236,31.976982951164246
239,50.0,48.63887131214142,48.60784113407135,51.9262969493866,42.863526940345764
240,52.5,54.355400800704956,59.691840410232544,53.730642795562744,42.88981556892395
241,15.0,17.11139678955078,14.168420433998108,11.53804063796997,11.210932582616806
242,50.0,44.27337944507599,48.68110418319702,50.63510537147522,45.526883006095886
243,7.5,8.04339349269867,5.055045709013939,5.170031636953354,11.944886296987534
244,81.25,77.3296058177948,78.52785587310791,80.87283372879028,67.22131967544556
245,37.5,38.93710970878601,38.90451192855835,42.846184968948364,37.84703314304352
246,43.75,42.151814699172974,42.540037631988525,36.96474730968475,32.1682870388031
247,42.5,38.69677782058716,42.54283308982849,44.21131908893585,45.41931748390198
248,37.5,36.74015700817108,34.543949365615845,36.80917024612427,44.84036862850189
249,37.5,36.38845086097717,36.54676675796509,37.91370689868927,36.42561435699463
250,50.0,49.325695633888245,45.380234718322754,52.03549265861511,40.876370668411255
251,28.749999999999996,28.71897518634796,32.289084792137146,28.276953101158142,31.188759207725525
252,25.0,29.21576201915741,28.64775061607361,32.37825632095337,32.41164684295654
253,42.5,42.752817273139954,43.121206760406494,41.1230593919754,42.57410764694214
254,50.0,49.85154867172241,49.318328499794006,50.32733678817749,46.109649538993835
255,40.0,42.422834038734436,40.05212187767029,41.27861559391022,38.082846999168396
256,90.0,88.53824138641357,89.36024308204651,89.00829553604126,85.6783926486969
257,40.0,39.6224707365036,40.81496596336365,49.764591455459595,30.11619746685028
258,48.75,47.59083390235901,46.33285701274872,48.36454689502716,47.315508127212524
259,27.500000000000004,25.795140862464905,32.23063051700592,33.22999179363251,34.132903814315796
260,45.0,46.22606933116913,46.85629904270172,42.59800910949707,59.679585695266724
261,37.5,35.20245850086212,39.30765688419342,41.15883111953735,35.76878011226654
262,20.0,19.6026548743248,18.55175793170929,23.306572437286377,31.442809104919434
263,40.0,44.63972449302673,39.858996868133545,28.43710482120514,43.32885146141052
264,66.25,65.55157899856567,70.68670988082886,68.50368976593018,59.8558247089386
265,27.500000000000004,30.260223150253296,28.87047529220581,29.656866192817688,30.548006296157837
266,60.0,60.106927156448364,58.65727663040161,64.69101905822754,57.67717957496643
267,72.5,74.75547790527344,73.29031229019165,61.808860301971436,73.56305122375488
268,28.749999999999996,27.71010398864746,39.55725431442261,35.0435346364975,29.335206747055054
269,67.5,62.65900135040283,64.81176018714905,63.50399851799011,64.13707733154297
270,21.25,39.99107480049133,24.27208125591278,35.05842387676239,19.29202973842621
271,21.25,39.99107480049133,24.27208125591278,35.05842387676239,19.29202973842621
272,75.0,69.14052367210388,74.73633885383606,73.14804792404175,86.3387405872345
273,41.25,41.8696790933609,45.54750621318817,40.73529541492462,42.82797873020172
274,48.75,46.14900350570679,46.91353440284729,46.41847610473633,51.49797797203064
275,43.75,45.3822135925293,41.901230812072754,38.19540739059448,39.45714831352234
276,45.0,49.325695633888245,45.380234718322754,52.03549265861511,40.876370668411255
277,56.25,55.138593912124634,55.136799812316895,59.47924852371216,67.91632175445557
278,68.75,65.07753133773804,66.85245037078857,72.9888379573822,70.01957297325134
279,26.25,29.808983206748962,27.82832682132721,28.44858169555664,29.30692434310913
280,91.25,92.7461564540863,91.156405210495,87.5860869884491,87.72528767585754
281,27.500000000000004,30.897235870361328,37.41416931152344,24.380575120449066,31.89471662044525
282,38.75,37.688830494880676,40.525439381599426,39.66870605945587,48.82787764072418
283,51.24999999999999,55.31923770904541,49.17258024215698,56.57844543457031,60.69121956825256
284,51.24999999999999,52.12739109992981,49.274781346321106,44.70305144786835,54.637837409973145
285,70.0,67.93145537376404,67.77456402778625,61.68185472488403,68.462735414505
286,45.0,43.873876333236694,43.880680203437805,43.40440630912781,42.63550937175751
287,61.25000000000001,61.583852767944336,40.09208083152771,67.20390915870667,58.51498246192932
288,17.5,28.870666027069092,16.304807364940643,20.62027156352997,23.657305538654327
289,48.75,45.16453742980957,45.41464447975159,44.605156779289246,41.18199646472931
290,36.25,34.74659621715546,37.02341914176941,35.92454195022583,39.690929651260376
291,36.25,37.06730604171753,36.617693305015564,38.15464675426483,30.599144101142883
292,62.5,59.01691913604736,63.72523903846741,54.99979853630066,70.72275876998901
293,22.5,24.894508719444275,30.476942658424377,25.04873275756836,18.648511171340942
294,22.5,24.894508719444275,30.476942658424377,25.04873275756836,18.648511171340942
295,75.0,72.31035232543945,69.59592700004578,73.02711009979248,70.17174363136292
296,30.0,30.218175053596497,31.92145526409149,33.93780291080475,29.62869703769684
297,43.75,42.736101150512695,59.61604714393616,42.440253496170044,41.768547892570496
298,30.0,30.97769320011139,28.475463390350342,27.028575539588928,30.325475335121155
299,15.0,13.473571836948395,15.679711103439331,13.073529303073883,26.338544487953186
300,45.0,46.56417667865753,45.598241686820984,44.07850205898285,46.45969271659851
301,45.0,46.56417667865753,45.598241686820984,44.07850205898285,46.45969271659851
302,45.0,46.56417667865753,45.598241686820984,44.07850205898285,46.45969271659851
303,40.0,40.91911315917969,54.436713457107544,35.52048206329346,42.140841484069824
304,61.25000000000001,54.433488845825195,59.35254693031311,59.96692180633545,61.148446798324585
305,60.0,68.31527948379517,57.91891813278198,58.118510246276855,65.01685976982117
306,37.5,36.617013812065125,39.259663224220276,37.40943968296051,42.31536090373993
307,25.0,29.87741529941559,28.000810742378235,21.795374155044556,28.263920545578003
308,91.25,86.56591176986694,73.52474331855774,27.453842759132385,51.607924699783325
309,66.25,70.66158056259155,62.10942268371582,70.10694146156311,48.79561364650726
310,26.25,26.51451826095581,34.09607708454132,30.2242249250412,28.796523809432983
311,40.0,43.09133291244507,38.99874985218048,35.80045402050018,30.595719814300537
312,46.25,47.5986123085022,47.35710322856903,52.121180295944214,55.718863010406494
313,73.75,73.36419224739075,70.90132236480713,74.69751238822937,69.83956694602966
314,37.5,39.12734389305115,36.349210143089294,38.407668471336365,37.89611756801605
315,37.5,39.12734389305115,36.349210143089294,38.407668471336365,37.89611756801605
316,37.5,39.12734389305115,36.349210143089294,38.407668471336365,37.89611756801605
317,46.25,46.059659123420715,37.64593303203583,45.223644375801086,46.44888937473297
318,72.5,74.1832435131073,68.6048686504364,69.2009687423706,75.72353482246399
319,90.0,83.78534317016602,86.38120293617249,89.935702085495,76.16896629333496
320,40.0,35.41259169578552,40.90437889099121,38.15840482711792,43.27935874462128
321,68.75,69.92666721343994,63.87055516242981,64.34183716773987,71.95876836776733
322,6.25,3.0769791454076767,2.7325518429279327,12.080279737710953,2.7863377705216408
323,51.24999999999999,47.49779403209686,49.607789516448975,53.47250699996948,50.25162696838379
324,46.25,52.173012495040894,34.35053527355194,41.41426384449005,46.631428599357605
325,45.0,50.016993284225464,43.13453733921051,43.518632650375366,43.87945830821991
326,75.0,72.33173847198486,76.65252685546875,77.72373557090759,44.14895176887512
327,48.75,49.18223023414612,49.11581575870514,45.91588377952576,42.34735667705536
328,62.5,60.04021763801575,59.78538393974304,57.58931040763855,60.81574559211731
329,72.5,72.24613428115845,68.27015280723572,67.01237559318542,59.51944589614868
330,53.75,59.63188409805298,54.98197078704834,53.9367139339447,51.23441219329834
331,20.0,36.31851673126221,23.68433326482773,29.67592477798462,17.717231810092926
332,62.5,62.334150075912476,58.17274451255798,64.11295533180237,68.01040172576904
333,91.25,93.68927478790283,90.29486775398254,92.09327697753906,83.66566300392151
334,48.75,42.2678679227829,46.64197564125061,43.77338886260986,48.76605570316315
335,40.0,36.25383973121643,42.16332733631134,40.0223046541214,44.748494029045105
336,47.5,44.96544301509857,43.944251537323,47.07547128200531,36.55855059623718
337,58.75,58.34251642227173,50.88203549385071,56.53270483016968,62.13597655296326
338,30.0,34.54601168632507,28.806275129318237,30.28029203414917,30.44620454311371
339,20.0,19.411537051200867,20.795881748199463,29.604420065879822,22.426113486289978
340,56.25,39.742451906204224,59.79017615318298,52.822571992874146,62.13430166244507
341,56.25,59.0803861618042,57.69156217575073,51.415711641311646,42.45802164077759
342,70.0,52.46667265892029,71.37246131896973,75.92111229896545,67.73714423179626
343,76.25,79.28124070167542,71.78454995155334,68.97187829017639,76.42590403556824
344,60.0,46.833109855651855,48.50744605064392,43.09278130531311,32.19687640666962
345,40.0,38.218146562576294,43.29552352428436,39.05613422393799,42.60189235210419
346,37.5,36.47577464580536,37.15681433677673,38.09588849544525,35.547447204589844
347,40.0,37.89181411266327,41.7414128780365,39.463162422180176,43.18758547306061
348,70.0,65.10353684425354,69.03949975967407,65.00132083892822,70.48705220222473
349,50.0,46.90006375312805,48.61772358417511,47.704899311065674,48.109251260757446
350,58.75,56.32220506668091,60.54658889770508,58.83041024208069,65.44352173805237
351,47.5,32.43756294250488,48.597708344459534,45.11241316795349,42.825135588645935
352,36.25,37.9051148891449,36.14625036716461,41.44136607646942,34.259140491485596
353,56.25,55.9282660484314,56.44265413284302,42.01991260051727,51.07903480529785
354,51.24999999999999,56.749629974365234,53.34535837173462,44.312018156051636,42.22286343574524
355,46.25,43.40631067752838,45.186081528663635,32.718780636787415,43.63405108451843
356,27.500000000000004,24.54729527235031,30.42430877685547,30.119523406028748,29.913103580474854
357,30.0,40.36463797092438,37.66752779483795,29.756072163581848,29.390928149223328
358,67.5,68.19496750831604,63.487786054611206,71.20591402053833,66.3328468799591
359,87.5,86.33359670639038,84.78698134422302,88.09131979942322,69.18572187423706
360,50.0,51.807790994644165,48.67725670337677,55.646830797195435,67.17721223831177
361,67.5,72.45352268218994,44.503721594810486,71.4365541934967,72.94636964797974
