,Pathname,Filename,MFCCfeatures,Foldername,Class
39,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_3.5n_4m_.wav,1_iO_3.5n_4m_.wav,1.8682098,hydr,no leak present under hydr environment
40,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.0n_1l_.wav,1_iO_4.0n_1l_.wav,-6.3009686,hydr,no leak present under hydr environment
41,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.0n_1m_.wav,1_iO_4.0n_1m_.wav,6.2025957,hydr,no leak present under hydr environment
42,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.0n_2l_.wav,1_iO_4.0n_2l_.wav,-8.346857,hydr,no leak present under hydr environment
43,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.0n_2m_.wav,1_iO_4.0n_2m_.wav,2.4392693,hydr,no leak present under hydr environment
44,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.0n_3l_.wav,1_iO_4.0n_3l_.wav,-8.651926,hydr,no leak present under hydr environment
45,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.0n_3m_.wav,1_iO_4.0n_3m_.wav,-1.4843327,hydr,no leak present under hydr environment
46,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.0n_4l_.wav,1_iO_4.0n_4l_.wav,-9.739203,hydr,no leak present under hydr environment
47,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.0n_4m_.wav,1_iO_4.0n_4m_.wav,1.9381864,hydr,no leak present under hydr environment
48,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.5n_1l_.wav,1_iO_4.5n_1l_.wav,-5.7405224,hydr,no leak present under hydr environment
49,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.5n_1m_.wav,1_iO_4.5n_1m_.wav,6.354775,hydr,no leak present under hydr environment
50,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.5n_2l_.wav,1_iO_4.5n_2l_.wav,-7.82976,hydr,no leak present under hydr environment
51,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.5n_2m_.wav,1_iO_4.5n_2m_.wav,2.6121004,hydr,no leak present under hydr environment
52,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.5n_3l_.wav,1_iO_4.5n_3l_.wav,-8.068946,hydr,no leak present under hydr environment
53,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.5n_3m_.wav,1_iO_4.5n_3m_.wav,-1.0876348,hydr,no leak present under hydr environment
54,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.5n_4l_.wav,1_iO_4.5n_4l_.wav,-9.130437,hydr,no leak present under hydr environment
55,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_4.5n_4m_.wav,1_iO_4.5n_4m_.wav,2.101243,hydr,no leak present under hydr environment
56,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_5.0n_1l_.wav,1_iO_5.0n_1l_.wav,-6.3175154,hydr,no leak present under hydr environment
57,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_5.0n_1m_.wav,1_iO_5.0n_1m_.wav,6.102526,hydr,no leak present under hydr environment
58,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_5.0n_2l_.wav,1_iO_5.0n_2l_.wav,-8.2850895,hydr,no leak present under hydr environment
59,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_5.0n_2m_.wav,1_iO_5.0n_2m_.wav,2.3662157,hydr,no leak present under hydr environment
60,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_5.0n_3l_.wav,1_iO_5.0n_3l_.wav,-8.452606,hydr,no leak present under hydr environment
61,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_5.0n_3m_.wav,1_iO_5.0n_3m_.wav,-1.2915087,hydr,no leak present under hydr environment
62,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_5.0n_4l_.wav,1_iO_5.0n_4l_.wav,-9.471483,hydr,no leak present under hydr environment
63,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_iO_5.0n_4m_.wav,1_iO_5.0n_4m_.wav,2.1645901,hydr,no leak present under hydr environment
64,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_1l_.wav,1_niO_5.5n_1l_.wav,-6.240866,hydr,leak present under hydr environment
65,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_1m_.wav,1_niO_5.5n_1m_.wav,5.992001,hydr,leak present under hydr environment
66,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_2l_.wav,1_niO_5.5n_2l_.wav,-8.2648945,hydr,leak present under hydr environment
67,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_2m_.wav,1_niO_5.5n_2m_.wav,2.2250273,hydr,leak present under hydr environment
68,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_3l_.wav,1_niO_5.5n_3l_.wav,-8.412495,hydr,leak present under hydr environment
69,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_3m_.wav,1_niO_5.5n_3m_.wav,-1.387998,hydr,leak present under hydr environment
70,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_4l_.wav,1_niO_5.5n_4l_.wav,-9.449737,hydr,leak present under hydr environment
71,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_5.5n_4m_.wav,1_niO_5.5n_4m_.wav,1.9163787,hydr,leak present under hydr environment
72,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_1l_.wav,1_niO_6.0n_1l_.wav,-5.1852784,hydr,leak present under hydr environment
73,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_1m_.wav,1_niO_6.0n_1m_.wav,5.956569,hydr,leak present under hydr environment
74,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_2l_.wav,1_niO_6.0n_2l_.wav,-8.511669,hydr,leak present under hydr environment
75,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_2m_.wav,1_niO_6.0n_2m_.wav,2.1038697,hydr,leak present under hydr environment
76,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_3l_.wav,1_niO_6.0n_3l_.wav,-8.573784,hydr,leak present under hydr environment
77,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_3m_.wav,1_niO_6.0n_3m_.wav,-1.526516,hydr,leak present under hydr environment
78,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_4l_.wav,1_niO_6.0n_4l_.wav,-9.731122,hydr,leak present under hydr environment
79,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.0n_4m_.wav,1_niO_6.0n_4m_.wav,1.8656945,hydr,leak present under hydr environment
80,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_1l_.wav,1_niO_6.5n_1l_.wav,-3.8861656,hydr,leak present under hydr environment
81,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_1m_.wav,1_niO_6.5n_1m_.wav,6.245434,hydr,leak present under hydr environment
82,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_2l_.wav,1_niO_6.5n_2l_.wav,-8.336098,hydr,leak present under hydr environment
83,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_2m_.wav,1_niO_6.5n_2m_.wav,2.1641538,hydr,leak present under hydr environment
84,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_3l_.wav,1_niO_6.5n_3l_.wav,-8.521709,hydr,leak present under hydr environment
85,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_3m_.wav,1_niO_6.5n_3m_.wav,-1.564409,hydr,leak present under hydr environment
86,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_4l_.wav,1_niO_6.5n_4l_.wav,-9.54005,hydr,leak present under hydr environment
87,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_6.5n_4m_.wav,1_niO_6.5n_4m_.wav,1.932835,hydr,leak present under hydr environment
88,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_1l_.wav,1_niO_7.0n_1l_.wav,-3.0360074,hydr,leak present under hydr environment
89,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_1m_.wav,1_niO_7.0n_1m_.wav,6.304834,hydr,leak present under hydr environment
90,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_2l_.wav,1_niO_7.0n_2l_.wav,-8.225882,hydr,leak present under hydr environment
91,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_2m_.wav,1_niO_7.0n_2m_.wav,2.2698042,hydr,leak present under hydr environment
92,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_3l_.wav,1_niO_7.0n_3l_.wav,-8.415159,hydr,leak present under hydr environment
93,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_3m_.wav,1_niO_7.0n_3m_.wav,-1.3449901,hydr,leak present under hydr environment
94,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_4l_.wav,1_niO_7.0n_4l_.wav,-9.442917,hydr,leak present under hydr environment
95,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.0n_4m_.wav,1_niO_7.0n_4m_.wav,2.1227193,hydr,leak present under hydr environment
96,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.5n_1l_.wav,1_niO_7.5n_1l_.wav,-0.7824985,hydr,leak present under hydr environment
97,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.5n_1m_.wav,1_niO_7.5n_1m_.wav,6.9418774,hydr,leak present under hydr environment
98,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.5n_2l_.wav,1_niO_7.5n_2l_.wav,-8.479735,hydr,leak present under hydr environment
99,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.5n_2m_.wav,1_niO_7.5n_2m_.wav,2.2455003,hydr,leak present under hydr environment
100,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.5n_3l_.wav,1_niO_7.5n_3l_.wav,-8.627981,hydr,leak present under hydr environment
101,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.5n_3m_.wav,1_niO_7.5n_3m_.wav,-1.4002757,hydr,leak present under hydr environment
102,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.5n_4l_.wav,1_niO_7.5n_4l_.wav,-9.692959,hydr,leak present under hydr environment
103,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_7.5n_4m_.wav,1_niO_7.5n_4m_.wav,1.9592283,hydr,leak present under hydr environment
104,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_8.0n_1l_.wav,1_niO_8.0n_1l_.wav,-0.36428374,hydr,leak present under hydr environment
105,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_8.0n_1m_.wav,1_niO_8.0n_1m_.wav,7.1504297,hydr,leak present under hydr environment
106,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_8.0n_2l_.wav,1_niO_8.0n_2l_.wav,-8.286697,hydr,leak present under hydr environment
107,C:\Users\Chandhinii.B\Desktop\Electrical engineering course\Winter semester 2022\Ferdinand steinbeis institute\AI\Dataset\tubeleak\hydr\1\1_niO_8.0n_2m_.wav,1_niO_8.0n_2m_.wav,2.38784,hydr,leak present under hydr environment
